date,hospital,wait_time
2023-04-22,KTPH,8.683333333333334
2023-04-23,KTPH,2.3833333333333333
2023-04-24,KTPH,8.833333333333334
2023-04-25,KTPH,16.566666666666666
2023-04-26,KTPH,20.566666666666666
2023-04-27,KTPH,20.116666666666667
2023-04-28,KTPH,19.05
2023-04-29,KTPH,11.95
2023-04-30,KTPH,13.233333333333333
2023-05-01,KTPH,8.383333333333333
2023-05-02,KTPH,20.633333333333333
2023-05-03,KTPH,21.783333333333335
2023-05-04,KTPH,22.266666666666666
2023-05-05,KTPH,18.1
2023-05-06,KTPH,16.866666666666667
2023-05-07,KTPH,10.0
2023-05-08,KTPH,12.516666666666667
2023-05-09,KTPH,27.116666666666667
2023-05-10,KTPH,20.633333333333333
2023-05-11,KTPH,17.383333333333333
2023-05-12,KTPH,19.766666666666666
2023-05-13,KTPH,13.733333333333333
2023-05-14,KTPH,5.333333333333333
2023-05-15,KTPH,20.6
2023-05-16,KTPH,23.05
2023-05-17,KTPH,14.85
2023-05-18,KTPH,13.95
2023-05-19,KTPH,17.15
2023-05-20,KTPH,4.033333333333333
2023-05-21,KTPH,6.333333333333333
2023-05-22,KTPH,3.3
2023-05-23,KTPH,3.9
2023-05-24,KTPH,2.966666666666667
2023-05-25,KTPH,10.133333333333333
2023-05-26,KTPH,8.316666666666666
2023-05-27,KTPH,6.033333333333333
2023-05-28,KTPH,2.3333333333333335
2023-05-29,KTPH,4.7
2023-05-30,KTPH,5.916666666666667
2023-05-31,KTPH,5.966666666666667
2023-06-01,KTPH,2.7333333333333334
2023-06-02,KTPH,3.9833333333333334
2023-06-03,KTPH,5.1
2023-06-04,KTPH,4.95
2023-06-05,KTPH,6.65
2023-06-06,KTPH,5.9
2023-06-07,KTPH,3.8
2023-06-08,KTPH,5.983333333333333
2023-06-09,KTPH,2.6166666666666667
2023-06-10,KTPH,3.85
2023-06-11,KTPH,2.033333333333333
2023-06-12,KTPH,13.583333333333334
2023-06-13,KTPH,9.166666666666666
2023-06-14,KTPH,6.8
2023-06-15,KTPH,2.35
2023-06-16,KTPH,2.1333333333333333
2023-06-17,KTPH,2.4
2023-06-18,KTPH,2.3666666666666667
2023-06-19,KTPH,6.383333333333334
2023-06-20,KTPH,6.2
2023-06-21,KTPH,3.35
2023-06-22,KTPH,4.033333333333333
2023-06-23,KTPH,3.7333333333333334
2023-06-24,KTPH,3.6
2023-06-25,KTPH,1.7166666666666666
2023-06-26,KTPH,3.55
2023-06-27,KTPH,2.45
2023-06-28,KTPH,5.633333333333334
2023-06-29,KTPH,1.6166666666666667
2023-06-30,KTPH,1.2
2023-07-01,KTPH,1.4166666666666667
2023-07-02,KTPH,1.8833333333333333
2023-07-03,KTPH,2.6
2023-07-04,KTPH,5.2
2023-07-05,KTPH,2.816666666666667
2023-07-06,KTPH,2.2666666666666666
2023-07-07,KTPH,2.466666666666667
2023-07-08,KTPH,1.75
2023-07-09,KTPH,2.1166666666666667
2023-07-10,KTPH,2.683333333333333
2023-07-11,KTPH,2.6
2023-07-12,KTPH,2.7333333333333334
2023-07-13,KTPH,3.533333333333333
2023-07-14,KTPH,1.9833333333333334
2023-07-15,KTPH,1.7
2023-07-16,KTPH,1.7333333333333334
2023-07-17,KTPH,5.0
2023-07-18,KTPH,6.15
2023-07-19,KTPH,2.466666666666667
2023-07-20,KTPH,1.8
2023-07-21,KTPH,2.683333333333333
2023-07-22,KTPH,2.5166666666666666
2023-07-23,KTPH,2.283333333333333
2023-07-24,KTPH,3.283333333333333
2023-07-25,KTPH,6.95
2023-07-26,KTPH,4.083333333333333
2023-07-27,KTPH,2.316666666666667
2023-07-28,KTPH,2.85
2023-07-29,KTPH,2.1166666666666667
2023-07-30,KTPH,1.0
2023-07-31,KTPH,4.033333333333333
2023-08-01,KTPH,8.616666666666667
2023-08-02,KTPH,5.1
2023-08-03,KTPH,7.766666666666667
2023-08-04,KTPH,6.233333333333333
2023-08-05,KTPH,2.65
2023-08-06,KTPH,3.6166666666666667
2023-08-07,KTPH,3.25
2023-08-08,KTPH,6.666666666666667
2023-08-09,KTPH,4.75
2023-08-10,KTPH,3.3
2023-08-11,KTPH,5.933333333333334
2023-08-12,KTPH,4.0
2023-08-13,KTPH,5.716666666666667
2023-08-14,KTPH,9.1
2023-08-15,KTPH,10.3
2023-08-16,KTPH,7.483333333333333
2023-08-17,KTPH,5.3
2023-08-18,KTPH,4.95
2023-08-19,KTPH,5.633333333333334
2023-08-20,KTPH,3.8833333333333333
2023-08-21,KTPH,6.083333333333333
2023-08-22,KTPH,8.35
2023-08-23,KTPH,8.933333333333334
2023-08-24,KTPH,5.733333333333333
2023-08-25,KTPH,3.1666666666666665
2023-08-26,KTPH,2.35
2023-08-27,KTPH,1.4166666666666667
2023-08-28,KTPH,2.9
2023-08-29,KTPH,9.5
2023-08-30,KTPH,4.15
2023-08-31,KTPH,4.05
2023-09-01,KTPH,3.5833333333333335
2023-09-02,KTPH,2.1333333333333333
2023-09-03,KTPH,3.533333333333333
2023-09-04,KTPH,6.916666666666667
2023-09-05,KTPH,17.516666666666666
2023-09-06,KTPH,21.0
2023-09-07,KTPH,17.933333333333334
2023-09-08,KTPH,11.483333333333333
2023-09-09,KTPH,7.916666666666667
2023-09-10,KTPH,8.45
2023-09-11,KTPH,8.9
2023-09-12,KTPH,17.866666666666667
2023-09-13,KTPH,6.216666666666667
2023-09-14,KTPH,6.066666666666666
2023-09-15,KTPH,3.05
2023-09-16,KTPH,1.95
2023-09-17,KTPH,1.4833333333333334
2023-09-18,KTPH,4.766666666666667
2023-09-19,KTPH,6.283333333333333
2023-09-20,KTPH,4.983333333333333
2023-09-21,KTPH,2.7666666666666666
2023-09-22,KTPH,3.7
2023-09-23,KTPH,2.933333333333333
2023-09-24,KTPH,2.0
2023-09-25,KTPH,3.8666666666666667
2023-09-26,KTPH,4.7
2023-09-27,KTPH,4.0
2023-09-28,KTPH,2.55
2023-09-29,KTPH,4.166666666666667
2023-09-30,KTPH,2.816666666666667
2023-10-01,KTPH,9.666666666666666
2023-10-02,KTPH,17.783333333333335
2023-10-03,KTPH,17.666666666666668
2023-10-04,KTPH,14.55
2023-10-05,KTPH,15.266666666666667
2023-10-06,KTPH,5.916666666666667
2023-10-07,KTPH,3.5833333333333335
2023-10-08,KTPH,3.5833333333333335
2023-10-09,KTPH,11.25
2023-10-10,KTPH,10.933333333333334
2023-10-11,KTPH,8.733333333333333
2023-10-12,KTPH,6.266666666666667
2023-10-13,KTPH,9.266666666666667
2023-10-14,KTPH,6.616666666666666
2023-10-15,KTPH,2.283333333333333
2023-10-16,KTPH,5.516666666666667
2023-10-17,KTPH,4.683333333333334
2023-10-18,KTPH,6.166666666666667
2023-10-19,KTPH,3.05
2023-10-20,KTPH,1.95
2023-10-21,KTPH,1.2333333333333334
2023-10-22,KTPH,1.2166666666666666
2023-10-23,KTPH,7.733333333333333
2023-10-24,KTPH,11.233333333333333
2023-10-25,KTPH,4.2
2023-10-26,KTPH,1.5166666666666666
2023-10-27,KTPH,1.3833333333333333
2023-10-28,KTPH,2.5166666666666666
2023-10-29,KTPH,1.5166666666666666
2023-10-30,KTPH,2.6666666666666665
2023-10-31,KTPH,7.566666666666666
2023-11-01,KTPH,7.233333333333333
2023-11-02,KTPH,5.666666666666667
2023-11-03,KTPH,6.783333333333333
2023-11-04,KTPH,2.0833333333333335
2023-11-05,KTPH,5.183333333333334
2023-11-06,KTPH,10.383333333333333
2023-11-07,KTPH,8.05
2023-11-08,KTPH,4.366666666666666
2023-11-09,KTPH,3.566666666666667
2023-11-10,KTPH,2.433333333333333
2023-11-11,KTPH,0.9333333333333333
2023-11-12,KTPH,1.0666666666666667
2023-11-13,KTPH,1.4833333333333334
2023-11-14,KTPH,4.933333333333334
2023-11-15,KTPH,8.866666666666667
2023-11-16,KTPH,5.25
2023-11-17,KTPH,4.366666666666666
2023-11-18,KTPH,5.166666666666667
2023-11-19,KTPH,3.316666666666667
2023-11-20,KTPH,6.783333333333333
2023-11-21,KTPH,7.783333333333333
2023-11-22,KTPH,8.633333333333333
2023-11-23,KTPH,7.766666666666667
2023-11-24,KTPH,3.2666666666666666
2023-11-25,KTPH,1.9833333333333334
2023-11-26,KTPH,1.4166666666666667
2023-11-27,KTPH,4.966666666666667
2023-11-28,KTPH,4.75
2023-11-29,KTPH,8.033333333333333
2023-11-30,KTPH,11.966666666666667
2023-12-01,KTPH,3.85
2023-12-02,KTPH,2.466666666666667
2023-12-03,KTPH,1.7333333333333334
2023-12-04,KTPH,4.233333333333333
2023-12-05,KTPH,16.516666666666666
2023-12-06,KTPH,10.183333333333334
2023-12-07,KTPH,9.383333333333333
2023-12-08,KTPH,7.783333333333333
2023-12-09,KTPH,7.233333333333333
2023-12-10,KTPH,5.683333333333334
2023-12-11,KTPH,20.533333333333335
2023-12-12,KTPH,22.666666666666668
2023-12-13,KTPH,9.616666666666667
2023-12-14,KTPH,8.616666666666667
2023-12-15,KTPH,10.366666666666667
2023-12-16,KTPH,10.333333333333334
2023-12-17,KTPH,10.95
2023-12-18,KTPH,16.916666666666668
2023-12-19,KTPH,16.066666666666666
2023-12-20,KTPH,23.133333333333333
2023-12-21,KTPH,8.683333333333334
2023-12-22,KTPH,7.983333333333333
2023-12-23,KTPH,3.7333333333333334
2023-12-24,KTPH,4.483333333333333
2023-12-25,KTPH,4.033333333333333
2023-12-26,KTPH,13.533333333333333
2023-12-27,KTPH,6.9
2023-12-28,KTPH,10.816666666666666
2023-12-29,KTPH,8.35
2023-12-30,KTPH,4.616666666666666
2023-12-31,KTPH,6.133333333333334
2024-01-01,KTPH,10.75
2024-01-02,KTPH,7.383333333333334
2024-01-03,KTPH,11.6
2024-01-04,KTPH,18.25
2024-01-05,KTPH,13.85
2024-01-06,KTPH,9.016666666666667
2024-01-07,KTPH,3.683333333333333
2024-01-08,KTPH,4.366666666666666
2024-01-09,KTPH,9.433333333333334
2024-01-10,KTPH,4.416666666666667
2024-01-11,KTPH,4.1
2024-01-12,KTPH,4.166666666666667
2024-01-13,KTPH,3.033333333333333
2024-01-14,KTPH,2.316666666666667
2024-01-15,KTPH,2.2333333333333334
2024-01-16,KTPH,4.083333333333333
2024-01-17,KTPH,5.266666666666667
2024-01-18,KTPH,5.633333333333334
2024-01-19,KTPH,5.033333333333333
2024-01-20,KTPH,3.6166666666666667
2024-01-21,KTPH,1.75
2024-01-22,KTPH,4.333333333333333
2024-01-23,KTPH,7.9
2024-01-24,KTPH,13.95
2024-01-25,KTPH,8.183333333333334
2024-01-26,KTPH,5.65
2024-01-27,KTPH,3.35
2024-01-28,KTPH,2.35
2024-01-29,KTPH,7.533333333333333
2024-01-30,KTPH,16.366666666666667
2024-01-31,KTPH,8.633333333333333
2024-02-01,KTPH,8.6
2024-02-02,KTPH,3.05
2024-02-03,KTPH,3.9833333333333334
2024-02-04,KTPH,9.45
2024-02-05,KTPH,16.683333333333334
2024-02-06,KTPH,3.1166666666666667
2024-02-07,KTPH,1.4166666666666667
2024-02-08,KTPH,0.6833333333333333
2024-02-09,KTPH,0.75
2024-02-10,KTPH,0.6333333333333333
2024-02-11,KTPH,0.6333333333333333
2024-02-12,KTPH,0.8
2024-02-13,KTPH,2.5
2024-02-14,KTPH,5.65
2024-02-15,KTPH,12.416666666666666
2024-02-16,KTPH,6.533333333333333
2024-02-17,KTPH,3.816666666666667
2024-02-18,KTPH,3.7333333333333334
2024-02-19,KTPH,9.783333333333333
2024-02-20,KTPH,16.566666666666666
2024-02-21,KTPH,15.35
2024-02-22,KTPH,12.366666666666667
2024-02-23,KTPH,6.516666666666667
2024-02-24,KTPH,7.0
2024-02-25,KTPH,2.05
2024-02-26,KTPH,4.933333333333334
2024-02-27,KTPH,4.133333333333334
2024-02-28,KTPH,5.75
2024-02-29,KTPH,4.466666666666667
2024-03-01,KTPH,7.533333333333333
2024-03-02,KTPH,8.616666666666667
2024-03-03,KTPH,6.35
2024-03-04,KTPH,9.833333333333334
2024-03-05,KTPH,13.533333333333333
2024-03-06,KTPH,19.733333333333334
2024-03-07,KTPH,13.1
2024-03-08,KTPH,5.133333333333334
2024-03-09,KTPH,2.1166666666666667
2024-03-10,KTPH,2.15
2024-03-11,KTPH,11.916666666666666
2024-03-12,KTPH,6.35
2024-03-13,KTPH,5.133333333333334
2024-03-14,KTPH,5.733333333333333
2024-03-15,KTPH,5.733333333333333
2024-03-16,KTPH,5.866666666666666
2024-03-17,KTPH,3.183333333333333
2024-03-18,KTPH,4.866666666666666
2024-03-19,KTPH,23.716666666666665
2024-03-20,KTPH,18.2
2024-03-21,KTPH,7.133333333333334
2024-03-22,KTPH,4.183333333333334
2024-03-23,KTPH,5.916666666666667
2024-03-24,KTPH,5.516666666666667
2024-03-25,KTPH,22.166666666666668
2024-03-26,KTPH,7.1
2024-03-27,KTPH,18.8
2024-03-28,KTPH,7.933333333333334
2024-03-29,KTPH,2.683333333333333
2024-03-30,KTPH,1.3833333333333333
2024-03-31,KTPH,3.8333333333333335
2024-04-01,KTPH,5.7
2024-04-02,KTPH,18.7
2024-04-03,KTPH,12.933333333333334
2024-04-04,KTPH,4.116666666666666
2024-04-05,KTPH,3.4833333333333334
2024-04-06,KTPH,2.3333333333333335
2024-04-07,KTPH,1.7166666666666666
2024-04-08,KTPH,2.5833333333333335
2024-04-09,KTPH,2.0833333333333335
2024-04-10,KTPH,2.4833333333333334
2024-04-11,KTPH,3.1166666666666667
2024-04-12,KTPH,4.75
2024-04-13,KTPH,1.6333333333333333
2024-04-14,KTPH,3.316666666666667
2024-04-15,KTPH,10.016666666666667
2024-04-16,KTPH,17.25
2024-04-17,KTPH,14.683333333333334
2024-04-18,KTPH,9.516666666666667
2024-04-19,KTPH,12.633333333333333
2024-04-20,KTPH,9.283333333333333
2024-04-21,KTPH,6.716666666666667
2024-04-22,KTPH,7.5
2024-04-23,KTPH,9.916666666666666
2024-04-24,KTPH,14.833333333333334
2024-04-25,KTPH,11.0
2024-04-26,KTPH,5.133333333333334
2024-04-27,KTPH,6.683333333333334
2024-04-28,KTPH,3.9
2024-04-29,KTPH,21.566666666666666
2024-04-30,KTPH,10.116666666666667
2024-05-01,KTPH,15.416666666666666
2024-05-02,KTPH,22.983333333333334
2024-05-03,KTPH,8.2
2024-05-04,KTPH,10.166666666666666
2024-05-05,KTPH,4.55
2024-05-06,KTPH,5.266666666666667
2024-05-07,KTPH,14.533333333333333
2024-05-08,KTPH,7.15
2024-05-09,KTPH,4.816666666666666
2024-05-10,KTPH,6.683333333333334
2024-05-11,KTPH,1.6833333333333333
2024-05-12,KTPH,6.466666666666667
2024-05-13,KTPH,4.816666666666666
2024-05-14,KTPH,12.55
2024-05-15,KTPH,13.9
2024-05-16,KTPH,7.383333333333334
2024-05-17,KTPH,3.95
2024-05-18,KTPH,1.9166666666666667
2024-05-19,KTPH,2.783333333333333
2024-05-20,KTPH,14.866666666666667
2024-05-21,KTPH,7.583333333333333
2024-05-22,KTPH,7.8
2024-05-23,KTPH,2.933333333333333
2024-05-24,KTPH,3.85
2024-05-25,KTPH,2.1333333333333333
2024-05-26,KTPH,4.083333333333333
2024-05-27,KTPH,4.516666666666667
2024-05-28,KTPH,6.183333333333334
2024-05-29,KTPH,5.983333333333333
2024-05-30,KTPH,5.483333333333333
2024-05-31,KTPH,3.4
2024-06-01,KTPH,3.27
2024-06-02,KTPH,3.59
2024-06-03,KTPH,3.43
2024-06-04,KTPH,6.25
2024-06-05,KTPH,5.966666666666667
2024-06-06,KTPH,12.633333333333333
2024-06-07,KTPH,3.69
2024-06-08,KTPH,3.02
2024-06-09,KTPH,2.65
2024-06-10,KTPH,3.4
2024-06-11,KTPH,6.29
2024-06-12,KTPH,7.1
2024-06-13,KTPH,3.45
2024-06-14,KTPH,3.4
2024-06-15,KTPH,5.4
2024-06-16,KTPH,3.6
2024-06-17,KTPH,4.8
2024-06-18,KTPH,10.066666666666666
2024-06-19,KTPH,7.916666666666667
2024-06-20,KTPH,8.1
2024-06-21,KTPH,3.783333333333333
2024-06-22,KTPH,2.2666666666666666
2024-06-23,KTPH,2.3333333333333335
2024-06-24,KTPH,2.75
2024-06-25,KTPH,3.75
2024-06-26,KTPH,7.3
2024-06-27,KTPH,4.933333333333334
2024-06-28,KTPH,7.283333333333333
2024-06-29,KTPH,2.6666666666666665
2024-06-30,KTPH,2.6
2024-07-01,KTPH,4.1
2024-07-02,KTPH,4.833333333333333
2024-07-03,KTPH,4.383333333333334
2024-07-04,KTPH,3.683333333333333
2024-07-05,KTPH,8.366666666666667
2024-07-06,KTPH,4.216666666666667
2024-07-07,KTPH,2.466666666666667
2024-07-08,KTPH,4.416666666666667
2024-07-09,KTPH,2.4833333333333334
2024-07-10,KTPH,4.0
2024-07-11,KTPH,4.0
2024-07-12,KTPH,2.6
2024-07-13,KTPH,2.216666666666667
2024-07-14,KTPH,2.066666666666667
2024-07-15,KTPH,3.966666666666667
2024-07-16,KTPH,5.85
2024-07-17,KTPH,6.85
2024-07-18,KTPH,3.216666666666667
2024-07-19,KTPH,3.4833333333333334
2024-07-20,KTPH,3.6333333333333333
2024-07-21,KTPH,3.933333333333333
2024-07-22,KTPH,7.116666666666666
2024-07-23,KTPH,5.3
2024-07-24,KTPH,5.0
2024-07-25,KTPH,3.8666666666666667
2024-07-26,KTPH,2.8666666666666667
2024-07-27,KTPH,1.6
2024-07-28,KTPH,1.3666666666666667
2024-07-29,KTPH,2.5166666666666666
2024-07-30,KTPH,3.95
2024-07-31,KTPH,5.983333333333333
2024-08-01,KTPH,7.033333333333333
2024-08-02,KTPH,3.966666666666667
2024-08-03,KTPH,1.7666666666666666
2024-08-04,KTPH,1.8666666666666667
2024-08-05,KTPH,4.5
2024-08-06,KTPH,3.35
2024-08-07,KTPH,2.26
2024-08-08,KTPH,1.75
2024-08-09,KTPH,1.65
2024-08-10,KTPH,1.67
2024-08-11,KTPH,1.62
2024-08-12,KTPH,2.3
2024-08-13,KTPH,2.35
2024-08-14,KTPH,1.95
2024-08-15,KTPH,2.8
2024-08-16,KTPH,2.216666666666667
2024-08-17,KTPH,1.6833333333333333
2024-08-18,KTPH,1.4
2024-08-19,KTPH,2.07
2024-08-20,KTPH,2.7
2024-08-21,KTPH,1.62
2024-08-22,KTPH,1.78
2024-08-23,KTPH,1.98
2024-08-24,KTPH,1.45
2024-08-25,KTPH,1.58
2024-08-26,KTPH,1.85
2024-08-27,KTPH,2.17
2024-08-28,KTPH,1.62
2024-08-29,KTPH,1.95
2024-08-30,KTPH,1.91
2024-08-31,KTPH,1.85
2024-09-01,KTPH,1.63
2024-09-02,KTPH,2.0166666666666666
2024-09-03,KTPH,2.75
2024-09-04,KTPH,2.1
2024-09-05,KTPH,1.8333333333333333
2024-09-06,KTPH,1.8333333333333333
2024-09-07,KTPH,1.85
2024-09-08,KTPH,1.5666666666666667
2024-09-09,KTPH,1.6833333333333333
2024-09-10,KTPH,2.6166666666666667
2024-09-11,KTPH,1.95
2024-09-12,KTPH,2.533333333333333
2024-09-13,KTPH,1.9833333333333334
2024-09-14,KTPH,1.5
2024-09-15,KTPH,1.6833333333333333
2024-09-16,KTPH,1.9
2024-09-17,KTPH,2.9166666666666665
2024-09-18,KTPH,2.0
2024-09-19,KTPH,2.45
2024-09-20,KTPH,2.3833333333333333
2024-09-21,KTPH,1.6166666666666667
2024-09-22,KTPH,1.35
2024-09-23,KTPH,2.45
2024-09-24,KTPH,2.9166666666666665
2024-09-25,KTPH,3.0
2024-09-26,KTPH,2.05
2024-09-27,KTPH,1.8666666666666667
2024-09-28,KTPH,1.7166666666666666
2024-09-29,KTPH,1.3166666666666667
2024-09-30,KTPH,2.5
2024-10-01,KTPH,2.7333333333333334
2024-10-02,KTPH,2.1333333333333333
2024-10-03,KTPH,1.6333333333333333
2024-10-04,KTPH,1.8833333333333333
2024-10-05,KTPH,1.7
2024-10-06,KTPH,1.6
2024-10-07,KTPH,2.15
2024-10-08,KTPH,2.433333333333333
2024-10-09,KTPH,2.683333333333333
2024-10-10,KTPH,2.95
2024-10-11,KTPH,1.7666666666666666
2024-10-12,KTPH,1.8333333333333333
2024-10-13,KTPH,1.4333333333333333
2024-10-14,KTPH,2.2666666666666666
2024-10-15,KTPH,3.15
2024-10-16,KTPH,2.4833333333333334
2024-10-17,KTPH,2.5
2024-10-18,KTPH,2.1333333333333333
2024-10-19,KTPH,1.4666666666666666
2024-10-20,KTPH,1.35
2024-10-21,KTPH,2.2333333333333334
2024-10-22,KTPH,3.066666666666667
2024-10-23,KTPH,5.433333333333334
2024-10-24,KTPH,2.6
2024-10-25,KTPH,2.466666666666667
2024-10-26,KTPH,1.85
2024-10-27,KTPH,1.55
2024-10-28,KTPH,2.45
2024-10-29,KTPH,3.75
2024-10-30,KTPH,3.716666666666667
2024-10-31,KTPH,2.05
2024-11-01,KTPH,4.633333333333334
2024-11-02,KTPH,3.033333333333333
2024-11-03,KTPH,1.9666666666666666
2024-11-04,KTPH,2.8833333333333333
2024-11-05,KTPH,4.916666666666667
2024-11-06,KTPH,3.8333333333333335
2024-11-07,KTPH,2.2
2024-11-08,KTPH,1.5833333333333333
2024-11-09,KTPH,2.3333333333333335
2024-11-10,KTPH,1.3666666666666667
2024-11-11,KTPH,2.35
2024-11-12,KTPH,2.1666666666666665
2024-11-13,KTPH,1.9833333333333334
2024-11-14,KTPH,2.033333333333333
2024-11-15,KTPH,2.05
2024-11-16,KTPH,1.9333333333333333
2024-11-17,KTPH,2.2333333333333334
2024-11-18,KTPH,2.25
2024-11-19,KTPH,2.85
2024-11-20,KTPH,3.17
2024-11-21,KTPH,2.45
2024-11-22,KTPH,3.27
2024-11-23,KTPH,2.22
2024-11-24,KTPH,2.07
2024-11-25,KTPH,3.3666666666666667
2024-11-26,KTPH,4.783333333333333
2024-11-27,KTPH,3.216666666666667
2024-11-28,KTPH,3.1333333333333333
2024-11-29,KTPH,2.45
2024-11-30,KTPH,2.433333333333333
2024-12-01,KTPH,3.25
2024-12-02,KTPH,6.15
2024-12-03,KTPH,7.383333333333334
2024-12-04,KTPH,5.0
2024-12-05,KTPH,3.4166666666666665
2024-12-06,KTPH,3.05
2024-12-07,KTPH,3.1
2024-12-08,KTPH,3.0166666666666666
2024-12-09,KTPH,5.166666666666667
2024-12-10,KTPH,10.516666666666667
2024-12-11,KTPH,5.816666666666666
2024-12-12,KTPH,3.8333333333333335
2024-12-13,KTPH,2.7666666666666666
2024-12-14,KTPH,2.2666666666666666
2024-12-15,KTPH,1.6833333333333333
2024-12-16,KTPH,2.95
2024-12-17,KTPH,4.733333333333333
2024-12-18,KTPH,4.083333333333333
2024-12-19,KTPH,4.5
2024-12-20,KTPH,3.55
2024-12-21,KTPH,2.2666666666666666
2024-12-22,KTPH,3.9
2024-12-23,KTPH,3.1
2024-12-24,KTPH,6.183333333333334
2024-12-25,KTPH,4.516666666666667
2024-12-26,KTPH,4.65
2024-12-27,KTPH,5.483333333333333
2024-12-28,KTPH,3.933333333333333
2024-12-29,KTPH,1.8666666666666667
2024-12-30,KTPH,2.65
2024-12-31,KTPH,2.0833333333333335
2025-01-01,KTPH,1.7166666666666666
2025-01-02,KTPH,3.6166666666666667
2025-01-03,KTPH,2.3333333333333335
2025-01-04,KTPH,2.25
2025-01-05,KTPH,2.05
2025-01-06,KTPH,3.75
2025-01-07,KTPH,9.6
2025-01-08,KTPH,4.166666666666667
2025-01-09,KTPH,5.833333333333333
2025-01-10,KTPH,2.5833333333333335
2025-01-11,KTPH,2.0166666666666666
2025-01-12,KTPH,1.9
2025-01-13,KTPH,3.3833333333333333
2025-01-14,KTPH,2.816666666666667
2025-01-15,KTPH,3.3833333333333333
2025-01-16,KTPH,2.95
2025-01-17,KTPH,2.4833333333333334
2025-01-18,KTPH,2.216666666666667
2025-01-19,KTPH,2.2333333333333334
2025-01-20,KTPH,4.033333333333333
2025-01-21,KTPH,8.866666666666667
2025-01-22,KTPH,4.133333333333334
2025-01-23,KTPH,3.25
2025-01-24,KTPH,2.55
2025-01-25,KTPH,2.433333333333333
2025-01-26,KTPH,2.0833333333333335
2025-01-27,KTPH,2.5833333333333335
2025-01-28,KTPH,1.75
2025-01-29,KTPH,2.15
2025-01-30,KTPH,2.0166666666666666
2025-01-31,KTPH,2.683333333333333
2025-02-01,KTPH,3.316666666666667
2025-02-02,KTPH,2.75
2025-02-03,KTPH,4.433333333333334
2025-02-04,KTPH,8.483333333333333
2025-02-05,KTPH,11.35
2025-02-06,KTPH,7.05
2025-02-07,KTPH,7.5
2025-02-08,KTPH,6.85
2025-02-09,KTPH,4.6
2025-02-10,KTPH,10.383333333333333
2025-02-11,KTPH,16.166666666666668
2025-02-12,KTPH,9.066666666666666
2025-02-13,KTPH,3.8666666666666667
2025-02-14,KTPH,3.033333333333333
2025-02-15,KTPH,2.0166666666666666
2025-02-16,KTPH,2.6666666666666665
2025-02-17,KTPH,4.216666666666667
2025-02-18,KTPH,5.666666666666667
2025-02-19,KTPH,5.633333333333334
2025-02-20,KTPH,4.2
2025-02-21,KTPH,2.716666666666667
2025-02-22,KTPH,2.183333333333333
2025-02-23,KTPH,1.9833333333333334
2025-02-24,KTPH,4.083333333333333
2025-02-25,KTPH,7.333333333333333
2025-02-26,KTPH,4.533333333333333
2025-02-27,KTPH,3.3333333333333335
2025-02-28,KTPH,2.0166666666666666
2025-03-01,KTPH,1.8833333333333333
2025-03-02,KTPH,1.7166666666666666
2025-03-03,KTPH,2.45
2025-03-04,KTPH,3.9
2025-03-05,KTPH,5.783333333333333
2025-03-06,KTPH,2.3333333333333335
2025-03-07,KTPH,1.8666666666666667
2025-03-08,KTPH,1.7166666666666666
2025-03-09,KTPH,1.9666666666666666
2025-03-10,KTPH,2.216666666666667
2025-03-11,KTPH,3.8666666666666667
2025-03-12,KTPH,2.8333333333333335
2025-03-13,KTPH,2.1333333333333333
2025-03-14,KTPH,1.75
2025-03-15,KTPH,1.8166666666666667
2025-03-16,KTPH,1.8833333333333333
2025-03-17,KTPH,2.816666666666667
2025-03-18,KTPH,4.15
2025-03-19,KTPH,2.35
2025-03-20,KTPH,2.0166666666666666
2025-03-21,KTPH,1.9833333333333334
2025-03-22,KTPH,1.8833333333333333
2025-03-23,KTPH,2.3333333333333335
2025-03-24,KTPH,2.8333333333333335
2025-03-25,KTPH,3.533333333333333
2025-03-26,KTPH,2.0833333333333335
2025-03-27,KTPH,2.316666666666667
2025-03-28,KTPH,2.0833333333333335
2025-03-29,KTPH,1.7
2025-03-30,KTPH,1.75
2025-03-31,KTPH,1.6333333333333333
2025-04-01,KTPH,2.2666666666666666
2025-04-02,KTPH,2.9833333333333334
2025-04-03,KTPH,2.433333333333333
2025-04-04,KTPH,2.65
2025-04-05,KTPH,1.9
2025-04-06,KTPH,1.5666666666666667
2025-04-07,KTPH,3.4166666666666665
2025-04-08,KTPH,4.483333333333333
2025-04-09,KTPH,2.466666666666667
2025-04-10,KTPH,3.1666666666666665
2025-04-11,KTPH,2.9
2025-04-12,KTPH,2.8666666666666667
2025-04-13,KTPH,3.283333333333333
2025-04-14,KTPH,3.9166666666666665
2025-04-15,KTPH,7.1
2025-04-16,KTPH,5.1
2025-04-17,KTPH,2.283333333333333
2025-04-18,KTPH,2.75
2025-04-19,KTPH,2.8333333333333335
2025-04-20,KTPH,2.05
2025-04-21,KTPH,3.8666666666666667
2025-04-22,KTPH,9.316666666666666
2025-04-23,KTPH,6.616666666666666
2025-04-24,KTPH,5.45
2025-04-25,KTPH,4.816666666666666
2025-04-26,KTPH,4.016666666666667
2025-04-27,KTPH,3.9
2025-04-28,KTPH,5.35
2025-04-29,KTPH,4.7
2025-04-30,KTPH,3.433333333333333
2025-05-01,KTPH,2.25
2025-05-02,KTPH,2.8
2025-05-03,KTPH,2.183333333333333
